Constituency,,HO WEST,,,,Registered Voters:,,"45,339",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Francis Aggrey Agbotse,,M,56,"22,991",78.1%,,,
CPP,E. Kafui Asem,,M,64,"4,377",14.9%,,,
NRP,Grace Adinyira,,F,37,"1,471",5.0%,,,
NPP,John Von Backustein,,M,50,596,2.0%,,,
,,Total Votes Cast,"29,548",Valid Votes,"29,435",Rejected Votes,113,Turn-Out:,65.2%
Constituency,,HOHOE NORTH,,,,Registered Voters:,,"67,046",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Nathaniel K. Aduadjoe,,M,63,"26,934",71.3%,,,
NPP,George Boateng,,M,36,"5,525",14.6%,,,
PNC,Sylvester Tobo Ahorklui,,M,45,"2,431",6.4%,,,
CPP,Linus Victory K. Fianyo,,M,36,"1,209",3.2%,,,
NRP,Puplapu W. Tetteh,,M,51,"1,161",3.1%,,,
UGM,Delase K. Harmony,,M,46,518,1.4%,,,
,,Total Votes Cast,"38,405",Valid Votes,"37,778",Rejected Votes,627,Turn-Out:,57.3%
12 December 2007,,,,,,,Page 54 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,VOLTA,,,,,,,
Constituency,,HOHOE SOUTH,,,,Registered Voters:,,"32,641",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Kosi Kedem,,M,55,"13,306",47.3%,,,
NPP,Bennett K. Dokey,,M,53,"9,043",32.2%,,,
IND,Delali Ndo,,M,44,"4,489",16.0%,,,
CPP,James Flolu,,M,47,834,3.0%,,,
NRP,Brese R. Senyo,,M,54,450,1.6%,,,
,,Total Votes Cast,"29,033",Valid Votes,"28,122",Rejected Votes,911,Turn-Out:,88.9%
Constituency,,KETA,,,,Registered Voters:,,"42,081",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Abodakpi Dan Kwasi,,M,,"25,090",90.9%,,,
NRP,Chris Archmann-Ackummey,,M,49,898,3.3%,,,
NPP,Emmanuel K. Vorkeh,,M,57,847,3.1%,,,
CPP,Gladys Adzo Tsikpo,,F,60,519,1.9%,,,
PNC,Ferdinand Fiawoo-Piccolo,,M,37,244,0.9%,,,
,,Total Votes Cast,"27,853",Valid Votes,"27,598",Rejected Votes,255,Turn-Out:,66.2%
Constituency,,KETU NORTH,,,,Registered Voters:,,"51,556",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Modestus Y.Z. Ahiable,,M,52,"16,252",57.0%,,,
IND,Conor C.K. Dzakpasu,,M,58,"5,696",20.0%,,,
IND,Akagla Prosper,,M,31,"2,159",7.6%,,,
NPP,Albert Korbla Avinu,,M,31,"1,802",6.3%,,,
CPP,Oscar S. Y. Dzramedo,,M,54,"1,557",5.5%,,,
NRP,J. K. Wotordzor,,M,57,716,2.5%,,,
PNC,Kpemli K. K. Christian,,M,60,184,0.6%,,,
UGM,Kponyoh C. Kwasi,,M,26,134,0.5%,,,
,,Total Votes Cast,"29,698",Valid Votes,"28,500",Rejected Votes,1198,Turn-Out:,57.6%
12 December 2007,,,,,,,Page 55 of 62,,

,,Electoral Commission of Ghana,,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,,
,,,Date of Election:-,,7th December 2000,,,,,
Region,,VOLTA,,,,,,,,
Constituency,,KETU SOUTH,,,,,Registered Voters:,,"86,170",
Party,Name,,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Charles K. Agbenaza,,,M,66,"39,169",86.1%,,,
NPP,Thomas K. F. Seshie,,,M,50,"3,486",7.7%,,,
CPP,Christian Yao Zigah,,,M,65,"1,810",4.0%,,,
NRP,Serlorm A.O. Henyo,,,M,53,780,1.7%,,,
UGM,Godwin Tay,,,M,36,248,0.5%,,,
,,Total Votes Cast,,"46,440",Valid Votes,"45,493",Rejected Votes,947,Turn-Out:,53.9%
Constituency,,KRACHI,,,,,Registered Voters:,,"76,671",
Party,Name,,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Francis Y.O. Sarfo,,,M,45,"32,368",72.6%,,,
NPP,Kofi Mensah Demitia,,,M,46,"7,879",17.7%,,,
NRP,Frank Kwadwo Gyefour,,,M,55,"4,338",9.7%,,,
,,Total Votes Cast,,"45,867",Valid Votes,"44,585",Rejected Votes,1282,Turn-Out:,59.8%
Constituency,,NKWANTA,,,,,Registered Voters:,,"60,417",
Party,Name,,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Gershon K.B.,,Gbediame,M,47,"20,734",53.4%,,,
NPP,Abdulai Fuhlamba,,,M,41,"8,969",23.1%,,,
NRP,Mawah Martin Bacheri,,,M,41,"4,737",12.2%,,,
PNC,Musah Braimah Adams,,,M,46,"1,978",5.1%,,,
CPP,Samuel K. Asare,,,M,56,"1,921",5.0%,,,
UGM,Joe Washington Ampim,,,M,48,468,1.2%,,,
,,Total Votes Cast,,"41,032",Valid Votes,"38,807",Rejected Votes,2225,Turn-Out:,67.9%
Constituency,,NORTH DAYI,,,,,Registered Voters:,,"57,744",
Party,Name,,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Akua Sena Dansua,,,F,42,"23,962",73.8%,,,
CPP,Thomas A.K.M. Ntumy,,,M,54,"6,175",19.0%,,,
NPP,Seth A. Akwensivie,,,M,66,"1,161",3.6%,,,
UGM,Adolf Agbodza,,,M,46,805,2.5%,,,
NRP,Augustine Yawo Adjei,,,M,63,352,1.1%,,,
,,Total Votes Cast,,"32,785",Valid Votes,"32,455",Rejected Votes,330,Turn-Out:,56.8%
12 December 2007,,,,,,,,Page 56 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,VOLTA,,,,,,,
Constituency,,NORTH TONGU,,,,Registered Voters:,,"85,558",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Joe Gidisu,,M,48,"42,392",77.1%,,,
CPP,Patience Ami Ameku,,F,53,"10,172",18.5%,,,
NPP,George Amedofu Kpobi,,M,51,"1,296",2.4%,,,
NRP,Emmanuel A. K. Bokor,,M,50,637,1.2%,,,
UGM,Larweh Atsu James Confucious,,M,37,251,0.5%,,,
PNC,Olivia Akua Kpo,,F,55,204,0.4%,,,
,,Total Votes Cast,"55,870",Valid Votes,"54,952",Rejected Votes,918,Turn-Out:,65.3%
Constituency,,SOUTH DAYI,,,,Registered Voters:,,"29,315",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Daniel K. Ampofo,,M,50,"10,392",74.1%,,,
CPP,Kofi Sabon Asare,,M,48,"2,662",19.0%,,,
NPP,Agyepong D. Odoba,,M,40,920,6.6%,,,
PNC,Yao Peter Nkrumah,,M,34,49,0.3%,,,
,,Total Votes Cast,"14,239",Valid Votes,"14,023",Rejected Votes,216,Turn-Out:,48.6%
Constituency,,SOUTH TONGU,,,,Registered Voters:,,"34,871",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Kenneth Dzirasah,,M,46,"21,428",88.4%,,,
IND,Kuma Agbenyega,,M,56,"1,514",6.2%,,,
NPP,Daniel Kwaku Eworyi,,M,70,546,2.3%,,,
CPP,Jacob A. A. Gharbin,,M,50,472,1.9%,,,
PNC,Victor Best Gavi,,M,41,129,0.5%,,,
NRP,Ahorgba Francis Seko,,M,50,82,0.3%,,,
UGM,Zewu Stephen Quarshie,,M,49,64,0.3%,,,
,,Total Votes Cast,"24,513",Valid Votes,"24,235",Rejected Votes,278,Turn-Out:,70.3%
12 December 2007,,,,,,,Page 57 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,WESTERN,,,,,,,
Constituency,,AFFIA-KWESIMINTIN,,,,Registered Voters:,,"81,581",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Joe Baidoe-Ansah,,M,36,"30,869",60.6%,,,
NDC,James Mike Abban,,M,53,"10,000",19.6%,,,
CPP,Joseph Evans Kwesi Abekah,,M,46,"8,021",15.7%,,,
PNC,Andrew Ben Ackah,,M,53,"1,460",2.9%,,,
NRP,Fiifi Quainoo,,M,56,599,1.2%,,,
,,Total Votes Cast,"50,994",Valid Votes,"50,949",Rejected Votes,45,Turn-Out:,62.5%
Constituency,,AHANTA WEST,,,,Registered Voters:,,"44,914",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Samuel Johnfiah,,M,48,"16,478",60.9%,,,
NDC,Cudjoe S. Kingsford,,M,50,"8,107",30.0%,,,
CPP,Joseph A. Eddie Mensah,,M,54,"1,358",5.0%,,,
PNC,Joseph Kweku Arthur,,M,53,509,1.9%,,,
NRP,Eva Parker,,F,54,416,1.5%,,,
UGM,Joseph Jones Amoah,,M,38,170,0.6%,,,
,,Total Votes Cast,"27,489",Valid Votes,"27,038",Rejected Votes,451,Turn-Out:,61.2%
Constituency,,AMENFI CENTRAL,,,,Registered Voters:,,"41,958",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Abu John Frank,,M,54,"13,319",54.3%,,,
NPP,Padmore Kofi Arthur,,M,31,"10,208",41.6%,,,
PNC,Osei Kofi,,M,38,527,2.1%,,,
CPP,George K. Essem-Koffie,,M,40,460,1.9%,,,
,,Total Votes Cast,"24,863",Valid Votes,"24,514",Rejected Votes,349,Turn-Out:,59.3%
Constituency,,AMENFI EAST,,,,Registered Voters:,,"43,997",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Joseph Boahen Aidoo,,M,43,"14,578",55.9%,,,
NDC,George Buadi,,M,37,"10,802",41.4%,,,
CPP,Gabriel Yaw Amoo-Gyedu,,M,52,694,2.7%,,,
,,Total Votes Cast,"26,661",Valid Votes,"26,074",Rejected Votes,587,Turn-Out:,60.6%
12 December 2007,,,,,,,Page 58 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,WESTERN,,,,,,,
Constituency,,AMENFI WEST,,,,Registered Voters:,,"37,576",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Abraham Kofi Asante,,M,41,"10,848",51.0%,,,
NPP,Samuel Alberto Tekyi,,M,46,"9,493",44.6%,,,
CPP,Kwasi Dankama Quarm,,M,43,937,4.4%,,,
,,Total Votes Cast,"21,704",Valid Votes,"21,278",Rejected Votes,426,Turn-Out:,57.8%
Constituency,,AOWIN SUAMAN,,,,Registered Voters:,,"70,266",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,John Kwekuchur Ackah,,M,55,"17,430",49.4%,,,
NPP,Alfred Ackaah Essuman,,M,52,"12,871",36.4%,,,
CPP,Pauliv Assuah,,M,52,"4,072",11.5%,,,
PNC,Peter Beng,,M,42,591,1.7%,,,
UGM,Yaw Boakye,,M,44,349,1.0%,,,
,,Total Votes Cast,"36,579",Valid Votes,"35,313",Rejected Votes,1266,Turn-Out:,52.1%
Constituency,,AVALUE-GWIRA,,,,Registered Voters:,,"27,567",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Edith Hazel,,F,45,"6,598",42.8%,,,
CPP,Kojo Armah,,M,55,"5,994",38.9%,,,
NPP,Sagary Nokoe,,M,50,"2,702",17.5%,,,
NRP,Nana Kwabena Erskine,,M,34,115,0.7%,,,
,,Total Votes Cast,"15,843",Valid Votes,"15,409",Rejected Votes,434,Turn-Out:,57.5%
Constituency,,BIA,,,,Registered Voters:,,"75,950",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Michael Coffie Boampong,,M,38,"24,267",68.5%,,,
NPP,Benjamin Armah,,M,40,"11,179",31.5%,,,
CPP,Albert Adomako,,M,41,,,,,
,,Total Votes Cast,"35,765",Valid Votes,"35,446",Rejected Votes,319,Turn-Out:,47.1%
12 December 2007,,,,,,,Page 59 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,WESTERN,,,,,,,
Constituency,,BIBIANI,,,,Registered Voters:,,"53,516",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Seidu Paakuna Adamu,,M,47,"19,818",53.7%,,,
NPP,Christopher Addae,,M,37,"16,736",45.4%,,,
CPP,Anthony K. Gyasi,,M,38,318,0.9%,,,
NRP,Richard A. Donkor,,M,42,,,,,
IND,John Boakye Addae,,M,61,,,,,
,,Total Votes Cast,"38,378",Valid Votes,"36,872",Rejected Votes,1506,Turn-Out:,71.7%
Constituency,,ELLEMBELLE,,,,Registered Voters:,,"43,403",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
CPP,Freddie Blay,,M,49,"13,722",56.9%,,,
NDC,Kaku Korsah,,M,50,"9,554",39.6%,,,
NRP,Frank Acquah Adamu,,M,35,630,2.6%,,,
PNC,Abdul Karim Pennah,,M,39,221,0.9%,,,
,,Total Votes Cast,"24,782",Valid Votes,"24,127",Rejected Votes,655,Turn-Out:,57.1%
Constituency,,JOMORO,,,,Registered Voters:,,"74,740",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Joseph Emmanuel Ackah,,M,66,"10,427",33.4%,,,
IND,Patrick Somiah Ehomah,,M,45,"8,171",26.2%,,,
NPP,Peter Nwanwaan,,M,48,"5,959",19.1%,,,
CPP,Abraham Yankson,,M,40,"4,762",15.3%,,,
NRP,Stephen Blay,,M,30,"1,365",4.4%,,,
PNC,Richard Aduko Raqib,,M,54,389,1.2%,,,
UGM,Patrick Tandoh Williams,,M,43,131,0.4%,,,
,,Total Votes Cast,"32,232",Valid Votes,"31,204",Rejected Votes,1028,Turn-Out:,43.1%
12 December 2007,,,,,,,Page 60 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,WESTERN,,,,,,,
Constituency,,JUABESO,,,,Registered Voters:,,"67,876",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Anthony Kwabena Gyapong-Mens,,M,,"23,945",63.6%,,,
NPP,Christopher Sakpaku,,M,36,"10,491",27.9%,,,
NRP,Andoh Tandoh Michael,,M,,"1,745",4.6%,,,
CPP,Samuel Alex A. Larbi,,M,51,793,2.1%,,,
PNC,Sharif Abubakar Nkrumah,,M,62,511,1.4%,,,
UGM,Minnah Kenndey,,M,42,172,0.5%,,,
,,Total Votes Cast,"37,901",Valid Votes,"37,657",Rejected Votes,244,Turn-Out:,55.8%
Constituency,,MPOHOR WASSA EAST,,,,Registered Voters:,,"53,410",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Samuel K. Amponsah,,M,63,"11,674",38.2%,,,
NPP,Edward Tawiah Amprofi,,M,41,"10,454",34.2%,,,
CPP,Mary Stella Ankomah,,F,43,"6,869",22.5%,,,
NRP,Ebo Koomson,,M,42,"1,263",4.1%,,,
PNC,Paul King Arthur,,M,60,300,1.0%,,,
,,Total Votes Cast,"31,515",Valid Votes,"30,560",Rejected Votes,955,Turn-Out:,59.0%
Constituency,,PRESTEA HUNI VALLEY,,,,Registered Voters:,,"65,686",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Albert Kwaku Obbin,,M,44,"19,131",48.4%,,,
NDC,Kweku Acheampong Bonful,,M,53,"12,240",31.0%,,,
CPP,Mubashir Tamiru Dari,,M,43,"7,154",18.1%,,,
PNC,Akosua Wirekowah,,F,23,962,2.4%,,,
,,Total Votes Cast,"39,995",Valid Votes,"39,487",Rejected Votes,508,Turn-Out:,60.9%
Constituency,,SEFWI WIAWSO,,,,Registered Voters:,,"78,258",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NDC,Isaac Kobina Nyame-Ofori,,M,57,"32,753",63.9%,,,
NPP,Kwasi Blay,,M,43,"18,537",36.1%,,,
CPP,Francis Kwabena Bih,,M,60,,,,,
,,Total Votes Cast,"52,883",Valid Votes,"51,290",Rejected Votes,1593,Turn-Out:,67.6%
12 December 2007,,,,,,,Page 61 of 62,,

,,Electoral Commission of Ghana,,,,,,,
,,Parliamentary Result -Election 2000,,,,,,,
,,Date of Election:-,,7th December 2000,,,,,
Region,,WESTERN,,,,,,,
Constituency,,SEKONDI,,,,Registered Voters:,,"64,120",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Papa Owusu Ankomah,,M,42,"28,434",67.6%,,,
NDC,Anthony Richard Cudjoe,,M,51,"11,661",27.7%,,,
CPP,Charles Van Dyck,,M,70,"1,223",2.9%,,,
PNC,Abu Seidu,,M,44,759,1.8%,,,
,,Total Votes Cast,"42,205",Valid Votes,"42,077",Rejected Votes,128,Turn-Out:,65.8%
Constituency,,SHAMA,,,,Registered Voters:,,"36,798",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Angelina Baiden-Amissah,,F,46,"8,284",37.1%,,,
NDC,Richard Dornu Nartey,,M,51,"6,998",31.3%,,,
NRP,Emelia Arthur,,F,34,"6,498",29.1%,,,
CPP,Samuel Atta-Panyin Anaman,,M,49,576,2.6%,,,
IND,Hayford Emmanuel Lamptey,,M,54,,,,,
,,Total Votes Cast,"22,825",Valid Votes,"22,356",Rejected Votes,469,Turn-Out:,62.0%
Constituency,,TAKORADI,,,,Registered Voters:,,"54,275",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Gladys Asmah,,F,64,"26,431",73.5%,,,
NDC,Crosby Mochia,,M,57,"6,853",19.1%,,,
CPP,Eustace Haizel,,M,36,"1,510",4.2%,,,
NRP,Elizabeth Comfort Baidoo,,F,52,878,2.4%,,,
PNC,Samuel Ekow Renner,,M,51,277,0.8%,,,
,,Total Votes Cast,"36,341",Valid Votes,"35,949",Rejected Votes,392,Turn-Out:,67.0%
Constituency,,TARKWA NSUAEM,,,,Registered Voters:,,"60,887",
Party,Name,,Sex,Age,Votes,Pcnt,,Elected,
NPP,Gifty Eugenia Kwofie,,F,42,"22,459",60.2%,,,
NDC,Francis Kojo Yankey,,M,48,"7,562",20.3%,,,
IND,Joshua Ekow Armah,,M,59,"4,761",12.8%,,,
CPP,Joseph Ghansah,,M,51,"1,587",4.3%,,,
NRP,Osmaan Tanko A. Garba,,M,33,933,2.5%,,,
,,Total Votes Cast,"37,652",Valid Votes,"37,302",Rejected Votes,350,Turn-Out:,61.8%
12 December 2007,,,,,,,Page 62 of 62,,
